0.00,2.41,7.15,11.45,11.15,6.05,6.03,9.76,14.68,8.53,10.52,16.20,3.58,4.83,5.75,16.28,8.25,14.40,19.11,8.64,7.55,7.43,13.94,19.23,9.75,12.98,19.37,11.63,16.80,11.87,10.95,14.99,10.36,11.73,19.75,29.19,20.76,18.93,19.41,15.65,20.50,18.17,18.49,19.21,17.42,19.50,20.93,14.62,16.57,19.50,24.96,13.59,25.11,16.52,23.77,20.52,22.60,25.78,25.92,23.06,21.58,27.27,30.26,23.41,36.85,26.74,33.85,29.98,32.41,34.60,30.36,36.49,35.33,37.26,30.04,32.94,34.22,29.62,32.75,40.36,39.82,35.12,33.83,44.01,46.48,49.83,38.53,39.64,40.38,44.97,48.19,51.17,52.84,56.63,53.52,57.20,53.48,54.35,62.88,54.01,53.53
0.00,4.19,2.76,9.04,11.87,0.63,6.10,3.47,16.73,2.91,8.56,14.00,8.21,8.27,9.83,12.93,9.08,12.03,12.93,4.91,10.70,8.71,18.28,12.74,5.65,13.49,11.50,7.49,21.10,13.79,10.47,13.16,15.46,9.32,16.49,14.02,9.50,21.26,16.35,14.90,20.46,12.88,15.86,15.33,18.79,13.81,16.05,16.03,12.85,15.20,14.87,12.59,18.21,15.12,23.63,19.72,15.53,20.63,26.15,17.71,13.79,25.79,24.96,18.55,26.85,23.35,22.96,22.80,27.38,25.51,27.29,28.30,25.56,31.11,24.04,27.05,30.19,31.03,28.81,29.93,34.16,32.01,25.17,27.88,34.13,36.62,31.20,33.47,31.99,29.46,34.85,47.78,40.58,37.42,45.09,46.22,44.52,40.53,42.77,40.18,42.62
0.00,5.38,-1.85,11.61,5.56,-1.71,2.66,-0.84,14.86,1.57,5.16,11.43,5.60,3.92,3.50,7.12,6.00,6.45,3.76,1.77,5.23,6.91,17.29,10.62,-0.25,16.96,5.56,4.17,19.07,12.16,-0.48,9.97,6.84,0.67,7.95,3.82,4.69,12.35,1.39,10.43,14.07,3.55,8.04,13.65,9.46,12.20,4.88,7.07,12.14,-0.49,4.60,5.45,4.17,5.06,15.86,9.23,4.83,14.84,11.78,4.54,6.05,15.41,19.22,11.63,15.80,13.61,12.24,12.52,11.00,14.21,13.32,9.80,12.33,22.52,12.61,16.53,15.25,16.42,19.34,19.57,15.28,13.05,13.01,9.76,19.76,20.68,18.33,13.41,13.03,9.60,13.24,28.19,9.82,12.82,33.92,29.49,19.19,27.72,18.96,15.71,21.86
0.00,6.21,2.83,18.16,19.86,8.56,9.75,17.14,14.07,16.09,11.05,14.98,11.09,6.81,10.08,21.55,12.31,19.40,19.60,13.65,14.18,10.56,16.99,25.65,15.10,21.77,31.22,19.99,22.32,15.99,21.15,15.25,12.96,19.41,18.70,28.72,17.69,27.37,15.09,19.89,27.60,13.21,29.74,25.34,23.03,27.64,28.79,21.71,23.29,22.35,31.16,27.87,30.65,27.04,32.15,21.73,31.32,33.61,31.92,26.70,31.38,32.46,40.40,29.75,33.93,40.50,39.87,39.43,39.50,41.86,34.28,40.80,37.37,44.91,37.07,38.81,38.18,42.49,51.01,50.84,46.33,45.63,47.96,50.11,56.70,62.69,48.01,54.16,56.84,54.42,50.02,66.05,58.48,70.06,71.44,63.65,67.70,69.43,73.88,77.46,69.93
0.00,3.13,-3.02,12.87,9.54,13.05,2.65,5.11,6.80,11.08,5.72,7.72,4.19,-0.92,4.04,11.95,5.53,7.49,6.28,4.96,2.39,2.95,10.64,22.57,3.57,13.25,16.83,7.02,14.24,10.52,6.72,11.87,5.65,10.89,9.65,9.94,8.03,9.35,3.66,11.85,18.93,5.75,16.21,10.85,13.39,14.37,11.91,9.75,14.75,7.15,12.62,11.14,11.77,8.97,18.21,12.08,20.02,20.00,17.03,13.53,14.05,15.94,25.40,17.55,16.71,18.33,19.00,19.86,15.16,24.46,16.24,17.50,19.38,26.12,17.46,21.86,16.27,19.67,26.50,20.68,23.33,21.73,23.13,20.25,27.21,29.38,24.89,25.17,20.93,21.41,22.40,34.03,23.87,33.92,37.65,38.25,27.83,38.22,32.40,36.18,33.46
0.00,9.70,2.62,14.05,17.29,15.85,12.66,12.48,14.35,13.42,4.81,10.85,13.38,2.46,12.18,11.64,15.09,5.15,17.73,10.62,1.86,9.99,6.98,18.85,13.79,12.39,22.06,16.04,22.66,18.25,11.86,8.77,15.84,23.23,7.17,18.30,11.56,18.27,11.07,18.44,23.10,8.33,20.84,16.88,24.97,20.63,19.55,13.50,24.35,18.74,19.27,29.21,17.47,18.42,21.59,20.71,31.07,25.00,29.76,21.65,22.17,21.73,32.10,24.62,23.07,28.24,30.11,27.57,32.24,35.74,27.62,30.68,26.74,30.97,29.94,39.31,26.53,31.18,37.66,38.97,34.60,36.53,37.98,36.76,36.87,45.23,40.96,36.26,43.87,36.39,37.93,46.82,42.17,47.31,50.76,52.37,46.91,51.69,51.95,56.10,50.99
0.00,10.29,8.07,16.57,16.04,19.86,18.55,11.70,22.73,13.23,6.53,14.35,12.93,4.15,8.28,11.52,19.76,13.03,24.07,11.76,10.12,20.56,18.36,23.72,15.47,16.42,32.96,25.07,23.17,19.29,17.48,18.23,18.39,24.90,23.23,30.42,19.25,23.38,19.01,22.15,25.63,17.60,24.90,27.14,32.43,27.62,23.50,21.48,32.81,21.13,32.41,35.60,30.62,24.17,31.40,27.98,34.17,33.90,36.24,33.98,33.53,34.72,40.39,35.56,40.15,37.83,42.42,39.99,42.58,48.53,39.58,45.74,43.17,44.17,40.23,51.64,45.82,41.63,47.27,54.32,50.19,52.53,51.16,57.23,59.17,64.83,51.89,55.91,64.23,55.94,59.23,61.95,65.15,74.05,64.28,76.17,70.90,76.35,79.35,77.97,73.57
0.00,1.35,0.82,12.27,0.89,3.62,1.02,9.42,11.55,7.64,8.78,14.53,3.34,4.65,0.33,10.32,6.21,7.74,5.95,3.38,8.92,10.85,14.68,18.80,1.97,20.17,18.61,6.94,18.47,6.22,4.99,12.96,3.05,1.95,16.52,11.84,7.40,13.47,8.11,13.15,14.32,6.58,14.05,19.06,9.01,16.01,11.66,10.31,15.43,3.89,16.25,9.24,13.53,14.43,20.14,10.88,11.50,21.43,11.32,17.54,18.85,17.72,24.27,19.07,20.73,23.12,18.35,20.47,21.24,27.50,22.79,15.60,21.13,30.65,15.47,18.25,25.38,25.66,29.15,26.85,30.59,20.22,23.23,24.82,33.40,33.10,23.51,27.47,25.81,24.86,28.39,40.68,24.08,34.01,40.62,43.17,33.11,46.17,36.61,41.44,37.01
1.00,8.87,10.00,17.68,17.75,14.97,10.67,21.88,16.18,23.75,16.21,18.54,7.09,12.32,12.27,21.24,18.78,20.85,20.79,14.58,16.25,15.36,18.19,30.33,17.54,22.07,33.83,22.99,24.79,20.53,21.32,24.14,17.47,20.41,26.97,39.75,25.04,31.31,27.12,26.18,30.74,23.39,36.50,37.23,26.75,37.78,37.52,26.94,30.10,32.53,39.96,36.72,41.18,33.59,36.64,37.76,38.53,46.48,44.03,40.52,41.13,45.49,51.15,44.75,52.06,48.97,48.34,48.76,56.57,58.75,49.93,49.16,54.69,61.96,54.42,51.59,59.82,56.03,66.46,63.70,64.29,56.70,62.52,68.31,70.89,74.27,62.84,73.86,75.48,72.80,73.13,81.99,79.82,87.64,89.24,83.22,89.63,92.28,93.07,98.61,89.61
0.00,4.83,2.39,10.70,11.50,2.51,5.48,5.19,16.61,3.47,7.72,10.96,4.46,5.47,6.31,11.52,11.13,12.26,11.13,9.46,4.33,9.45,18.26,11.81,6.25,7.93,10.59,9.43,15.17,12.22,9.06,11.64,12.17,9.84,16.54,17.96,11.57,18.84,13.18,12.38,20.83,9.53,14.48,16.26,13.51,12.45,15.13,14.65,13.45,13.10,13.94,11.09,18.90,10.84,20.13,17.18,15.99,19.32,24.33,13.75,11.94,21.62,24.99,18.76,28.25,22.09,24.73,23.40,25.71,22.96,21.86,31.55,26.72,31.99,23.41,29.38,24.47,24.84,23.58,34.13,31.60,30.02,24.80,29.59,35.37,34.62,30.76,33.53,33.46,29.62,31.13,42.14,40.30,39.71,41.38,44.05,43.67,40.47,43.06,40.90,42.02
0.00,4.53,9.91,13.15,12.13,6.59,10.29,18.12,16.11,14.08,14.70,15.79,10.92,7.13,12.04,13.34,19.63,16.30,17.54,11.58,12.89,15.58,15.60,22.70,8.85,18.91,25.54,20.66,27.57,11.02,17.46,16.96,16.26,19.66,22.59,25.37,15.34,22.94,30.43,18.08,23.27,13.13,23.62,23.34,22.29,23.95,30.25,22.99,16.08,28.81,29.75,25.58,31.63,30.49,30.15,28.34,28.18,36.10,25.97,38.81,37.44,28.43,38.57,30.55,39.79,39.79,37.00,43.21,50.02,43.01,45.21,38.48,36.64,41.19,42.55,40.24,44.13,50.56,48.14,45.48,51.29,43.23,46.05,53.73,55.56,60.29,46.18,53.87,61.36,56.32,63.83,66.18,68.49,70.04,63.44,67.97,71.62,73.62,74.90,77.44,67.42
0.00,5.03,1.49,16.28,13.50,6.94,11.46,11.56,19.00,11.75,9.49,13.46,10.70,2.10,7.12,13.90,12.38,15.64,19.67,9.04,4.28,10.85,16.54,22.18,11.28,17.03,25.43,18.17,16.44,12.00,14.96,7.75,11.21,14.36,19.30,25.14,18.69,22.87,12.84,18.08,24.22,10.25,24.71,19.74,18.41,21.38,20.28,17.09,19.37,15.56,27.07,16.51,22.53,19.23,25.62,12.36,24.56,24.31,24.75,22.41,22.91,22.20,30.39,25.39,30.54,33.54,35.73,32.23,30.26,35.07,30.32,36.20,31.26,37.97,25.01,36.16,27.58,31.10,37.62,46.58,37.62,37.94,36.91,41.19,45.54,50.98,42.42,42.73,43.64,42.51,38.44,54.19,48.23,58.53,56.18,55.39,49.93,58.87,62.91,60.65,56.56
1.00,9.65,7.57,20.14,13.96,19.21,16.80,22.56,15.84,23.14,10.86,18.10,12.84,10.08,15.84,21.56,17.95,16.19,20.16,21.51,8.48,14.67,14.99,32.69,15.22,20.20,37.79,29.32,20.54,12.99,25.48,20.61,16.04,25.03,23.47,31.59,18.74,25.94,28.60,24.63,33.64,19.27,34.48,25.27,35.28,33.57,29.84,28.35,26.74,33.97,34.01,33.38,33.25,32.76,38.94,32.27,39.80,42.19,33.92,46.50,41.31,39.17,48.62,42.47,44.57,50.18,45.01,50.66,55.82,60.38,49.09,48.69,46.03,50.81,55.82,49.14,47.34,57.20,61.69,58.78,58.44,59.81,61.49,62.17,67.89,71.29,60.18,69.22,72.42,72.08,73.69,76.70,78.28,87.53,78.02,80.34,84.51,86.80,89.58,98.88,86.64
0.00,3.12,11.09,12.19,15.73,3.68,7.95,12.58,20.41,5.87,9.48,18.18,12.06,9.97,15.14,12.79,16.07,16.38,18.76,10.56,11.87,13.51,16.75,15.17,12.43,14.74,15.98,13.17,24.69,14.54,14.21,17.38,21.87,15.24,15.72,22.56,16.43,24.39,28.54,16.23,27.11,19.84,19.00,18.01,23.71,17.63,22.87,19.25,16.66,29.19,22.21,17.50,27.78,17.57,27.56,28.63,20.90,28.36,33.29,26.31,18.67,28.95,30.23,24.93,42.31,31.17,33.83,34.69,43.79,36.19,36.16,37.75,32.83,39.86,39.69,39.03,39.34,43.72,40.30,43.03,48.88,42.79,37.29,45.58,50.23,52.93,44.85,41.52,47.27,50.29,56.60,61.53,67.25,54.29,59.47,59.88,61.47,58.78,63.70,58.05,57.40
0.00,3.18,10.62,11.29,11.10,5.07,5.91,13.77,17.98,10.44,10.70,17.43,9.07,8.17,12.07,12.39,17.01,13.00,18.86,7.43,14.70,13.81,14.68,20.27,12.32,17.68,20.18,15.95,24.22,11.54,13.33,12.61,12.96,14.42,19.38,26.76,17.14,23.57,25.18,16.41,20.08,16.61,22.07,23.35,17.19,22.06,24.35,16.36,19.86,22.03,26.34,19.86,29.19,20.96,27.16,22.92,22.75,30.66,28.07,26.23,27.32,25.93,32.22,25.51,38.08,33.29,33.59,33.94,41.29,38.08,37.51,37.80,33.55,37.46,36.02,38.24,39.14,41.50,42.86,43.16,47.84,40.15,38.18,49.86,49.19,54.80,43.89,42.12,48.49,47.97,53.50,59.05,56.52,56.11,60.55,62.02,59.31,60.80,65.91,63.04,60.00
0.00,2.61,2.32,14.74,11.33,4.29,6.42,10.48,16.59,9.60,10.70,13.41,5.62,1.21,5.69,14.23,9.00,11.53,16.42,7.90,6.88,8.97,13.46,21.59,11.02,16.91,20.83,14.07,17.43,12.26,10.21,8.50,7.57,12.30,16.64,24.70,16.97,19.56,9.94,14.96,19.88,9.99,19.49,21.75,14.81,20.18,20.49,14.79,18.41,14.58,21.67,15.26,19.25,13.99,23.74,11.46,21.33,24.09,23.12,16.45,18.49,22.19,28.98,22.41,28.23,30.37,30.16,30.00,26.57,30.65,25.42,32.54,27.75,33.55,23.53,31.64,26.80,25.84,36.45,38.20,31.14,31.20,32.03,35.15,39.01,47.33,33.99,35.41,38.17,34.02,32.67,48.07,38.04,51.07,55.29,49.05,43.15,52.67,52.72,48.24,50.53
1.00,6.33,6.55,12.98,7.17,2.08,7.20,9.92,14.71,11.24,13.56,17.35,8.76,9.04,12.25,17.20,10.12,14.04,9.26,9.76,10.42,8.60,17.07,21.32,7.66,19.55,16.39,15.68,18.29,9.42,14.77,15.12,10.94,6.23,19.86,19.49,14.17,24.83,21.08,16.07,24.37,13.06,17.30,15.49,20.02,22.69,21.85,20.92,12.53,18.93,19.72,12.03,22.30,20.94,30.13,19.87,19.78,27.96,21.90,26.05,24.24,26.14,33.87,27.75,29.88,32.71,30.26,30.03,32.75,33.60,35.69,31.29,31.02,36.60,31.50,28.53,32.16,40.17,39.83,39.89,42.77,37.01,36.40,36.92,44.15,45.85,37.24,41.35,40.42,45.08,46.23,55.43,49.02,51.94,56.58,55.40,52.83,58.14,53.55,57.02,56.66
0.00,1.05,5.76,8.21,3.99,-1.35,3.88,10.64,10.37,7.27,4.47,12.20,-4.64,4.54,-0.20,13.59,6.65,13.60,8.46,9.59,6.04,5.12,10.33,13.32,-0.31,12.42,15.98,9.74,10.16,-2.40,7.18,6.24,-0.99,2.64,9.54,18.17,17.74,12.51,10.96,7.36,13.55,5.78,11.87,16.48,6.06,10.63,9.78,13.54,-2.26,13.71,16.61,4.68,21.17,14.19,17.18,10.13,7.90,16.97,4.52,16.87,16.10,16.31,22.28,16.48,20.91,18.14,21.93,25.31,28.63,25.59,19.83,15.49,24.81,23.24,19.86,13.04,21.31,22.95,21.63,26.54,23.06,18.44,20.82,33.20,31.15,34.07,21.24,30.28,28.12,25.09,27.53,32.16,27.64,44.82,32.06,30.89,32.87,34.34,38.92,40.87,36.24
0.00,2.32,4.39,13.43,16.63,6.50,10.38,14.51,11.87,14.57,10.13,16.06,7.48,2.70,5.10,18.46,10.19,23.98,23.45,10.93,9.34,8.58,13.95,21.24,12.62,19.49,31.73,17.74,14.91,9.24,19.58,9.00,6.69,14.24,18.69,30.45,25.50,20.77,16.46,18.73,25.21,15.20,23.66,18.89,20.47,22.16,25.17,17.45,14.58,22.16,33.02,17.60,30.36,25.72,30.12,14.61,25.88,28.12,24.05,30.40,31.07,26.31,34.32,27.52,33.82,37.38,42.72,39.97,37.31,36.41,33.79,39.86,35.51,38.69,25.73,36.46,31.43,35.32,41.89,46.70,41.00,41.27,42.73,52.88,52.38,62.76,43.13,49.72,51.52,51.27,47.86,61.21,57.81,73.56,62.04,61.56,57.35,65.18,76.11,72.01,65.46
0.00,3.59,-3.27,12.31,9.09,10.40,2.96,9.40,8.96,13.29,6.95,7.62,4.93,1.41,6.09,14.23,5.91,6.42,5.79,8.81,2.61,4.76,8.69,21.62,6.16,14.45,17.72,12.06,16.25,9.95,9.22,8.57,8.93,15.40,6.30,10.56,6.46,9.72,3.46,11.97,17.51,3.29,15.13,10.80,14.07,14.55,14.16,9.49,14.47,7.85,9.91,19.42,10.51,12.09,18.21,9.36,22.41,22.44,16.55,13.74,17.60,18.23,27.95,15.82,13.38,23.24,19.21,21.08,16.83,21.79,17.97,19.68,19.58,24.84,18.54,23.60,16.86,19.09,31.59,25.16,20.94,22.23,27.76,20.99,26.42,29.18,25.83,25.50,28.06,23.66,19.29,35.32,21.81,36.00,38.52,37.12,33.98,41.07,35.13,42.41,36.47
0.00,2.97,7.33,11.17,14.31,0.86,5.93,15.64,15.81,9.71,9.81,18.23,8.49,8.95,9.21,18.01,14.10,19.70,20.18,9.90,15.55,9.00,13.06,18.90,13.05,18.57,24.61,18.12,17.88,9.33,16.78,10.92,11.22,8.87,18.32,28.79,17.83,28.85,22.69,17.98,20.75,17.14,23.40,21.79,17.50,22.27,24.36,17.03,16.70,20.46,29.86,16.09,26.37,25.52,28.02,19.66,18.97,31.70,25.28,28.55,26.89,26.54,33.78,25.13,34.65,36.31,32.72,35.25,40.47,36.48,37.54,36.24,33.78,36.09,33.80,31.14,40.87,39.87,42.87,46.12,44.71,40.07,37.79,48.10,53.11,54.91,42.11,48.56,50.73,50.39,53.01,59.36,57.71,61.13,63.15,55.75,58.43,58.56,67.33,66.27,61.79
0.00,5.47,10.98,16.20,19.94,12.84,15.69,15.34,21.32,11.10,7.27,17.02,17.03,6.25,15.98,14.11,21.10,11.64,25.20,8.21,11.72,17.34,13.16,18.95,15.47,17.95,28.16,16.76,29.09,16.38,14.88,19.97,23.02,26.18,16.12,28.14,19.95,24.83,28.41,20.31,26.27,21.14,24.63,22.06,28.99,26.17,25.62,18.25,32.92,31.25,32.02,25.91,27.61,23.86,31.82,32.66,32.05,32.61,37.39,35.91,29.02,29.68,35.88,31.42,44.58,35.62,36.88,43.52,51.70,48.68,44.68,41.82,37.72,40.85,45.02,49.33,44.28,46.49,50.36,52.00,53.15,48.87,47.69,55.24,58.99,62.67,54.43,48.36,60.63,56.75,68.56,63.56,72.57,66.89,67.65,73.20,64.26,73.54,76.63,69.52,68.85
0.00,4.99,-0.46,11.43,7.18,-4.18,1.56,-5.80,18.48,-2.24,6.02,12.30,4.61,1.45,3.42,8.63,5.83,8.42,-1.51,3.85,3.28,5.17,19.87,11.14,-0.10,9.82,-1.03,6.26,15.46,14.59,2.96,9.47,12.14,-0.84,15.37,6.21,3.90,17.15,2.82,8.05,17.35,2.20,7.13,15.48,9.18,7.74,10.42,8.04,9.86,0.45,2.98,3.69,4.66,-3.21,12.92,8.07,4.21,13.40,18.93,-3.10,-4.39,17.55,17.41,10.30,23.97,13.23,8.88,8.75,10.28,13.03,9.22,17.60,19.08,27.49,11.36,20.95,13.87,15.49,18.36,21.25,15.29,17.34,10.72,6.12,22.39,14.85,18.97,14.32,11.01,9.29,8.98,29.24,17.96,11.84,34.01,31.63,25.52,26.56,12.60,13.69,22.02
0.00,2.53,6.65,11.88,3.15,2.81,4.04,-0.85,19.63,1.83,5.50,12.39,6.58,3.86,9.26,6.59,11.87,1.94,1.53,3.60,7.58,12.43,16.86,12.06,-0.91,13.82,3.06,5.34,23.12,12.68,-2.79,17.41,14.10,3.48,13.20,7.58,4.08,13.10,12.03,10.53,17.74,5.69,10.60,19.10,14.92,12.49,10.17,10.22,17.63,7.65,8.00,7.96,11.63,5.49,16.39,20.43,8.42,18.05,16.87,12.59,8.15,19.91,20.09,17.03,27.14,13.52,10.78,16.08,21.92,26.91,20.92,13.63,22.83,29.33,22.67,21.36,28.34,24.62,22.88,21.22,27.71,20.72,16.88,20.34,29.93,22.48,23.38,20.61,25.55,20.79,32.55,31.59,28.33,17.11,37.15,39.80,33.05,38.10,24.87,26.89,33.18
